name,symbol,change,price,volume,market_cap,volume_ratio,timestamp
Wormhole,w,6.004569551252858,0.128085,550067590,374169952,1.4701009182052118,2025-03-23 09:32:14
Wormhole,w,5.74965304662642,0.128352,551038073,372897630,1.477719429324343,2025-03-23 09:38:08
Wormhole,w,7.658335849093384,0.129532,565706643,376255087,1.5035189225229,2025-03-23 09:42:53
Wormhole,w,6.155989965038673,0.128698,566072896,377166847,1.5008553919904843,2025-03-23 09:48:33
